date,price
43755,0.03207026
43756,0.03207026
43757,0.03207026
43757,0.03207026
43759,0.03207026
43760,0.03207026
43761,0.03207026
43762,0.03207026
43763,0.03207026
43764,0.03207026
43765,0.03207026
43766,0.03207026
43767,0.03207026
43768,0.03207023
43769,0.03197987
43770,0.03197987
43771,0.03197987
43772,0.03220000
43773,0.03220000
43774,0.03197997
43775,0.03197996
43776,0.03197996
43777,0.03197996
43777,0.03197996
43779,0.03197996
43780,0.03197996
43781,0.03197996
43782,0.03197996
43783,0.03197996
43784,0.03197996
43785,0.03207033
43786,0.03207033
43787,0.03207033
43788,0.03207033
43789,0.03207033
43790,0.03207033
43791,0.03216770
43792,0.03207037
43793,0.03207037
43794,0.03207037
43795,0.03207037
43796,0.03207037
43797,0.03207037
43798,0.03207037
43799,0.03207040
43800,0.03199016
43801,0.03199016
43802,0.03199016
43803,0.03199091
43804,0.03199090
43805,0.03199093
43806,0.03199090
43807,0.03211895
43808,0.03211895
43809,0.03211892
43810,0.03200000
43811,0.03211892
43812,0.03211892
43813,0.03211892
43814,0.03202374
43815,0.03209466
43816,0.03209466
43817,0.03202374
43818,0.03202374
43819,0.03211892
43820,0.03211892
43821,0.03216710
43822,0.03216710
43823,0.03211895
43824,0.03211895
43825,0.03211895
43826,0.03211895
43827,0.03211895
43828,0.03211895
43829,0.03211895
43830,0.03219999
43831,0.03219999
43832,0.03216778
43833,0.03216781
43834,0.03216777
43835,0.03216777
43836,0.03219928
43845,0.03211993
43846,0.03219780
43846,0.03219780
43847,0.03219780
43848,0.03219780
43849,0.03211996
43850,0.03211996
43851,0.03211996
43852,0.03211996
43853,0.03216777
43854,0.03211996
43855,0.03211996
43856,0.03211996
43857,0.03219703
43859,0.03219703
43859,0.03211984
43860,0.03209466
43861,0.03219639
43862,0.03219639
43863,0.03209153
43864,0.03209153
43865,0.03209153
43866,0.03219567
43867,0.03219567
43868,0.03219567
43869,0.03219567
43870,0.03209150
43871,0.03209150
43872,0.03209150
43874,0.03209150
43874,0.03209150
43875,0.03209151
43876,0.03209151
43877,0.03219553
43878,0.03216777
43879,0.03216777
43880,0.03216777
43881,0.03216777
43882,0.03216777
43883,0.03216777
43884,0.03219476
43885,0.03209163
43886,0.03209163
43887,0.03209163
43888,0.03219472
43889,0.03219472
43890,0.03219466
43891,0.03216771
43892,0.03216771
43893,0.03219464
43894,0.03219464
43895,0.03219464
43897,0.03219464
43897,0.03219461
43898,0.03219461
43900,0.03219461
43900,0.03219461
43901,0.03219461
43902,0.03219461
43904,0.03219457
43904,0.03219457
43905,0.03219457
43906,0.03219457
43907,0.03219477
43908,0.03219477
43909,0.03219477
43910,0.03219477
43911,0.03220000
43913,0.03209191
43913,0.03209191
43915,0.03209191
43915,0.03220000
43916,0.03222641
43917,0.03222641
43918,0.03222640
43919,0.03219460
43920,0.03219460
43921,0.03219460
43922,0.03219460
43923,0.03219460
43925,0.03219460
43926,0.03222640
43927,0.03222640
43927,0.03219480
43929,0.03219480
43930,0.03219480
43930,0.03219480
43931,0.03225091
43932,0.03219481
43934,0.03225093
43935,0.03225093
43935,0.03225090
43937,0.03225093
43938,0.03225093
43939,0.03220007
43940,0.03226447
43941,0.03229099
43942,0.03229099
43943,0.03229099
43944,0.03229099
43945,0.03229099
43946,0.03222000
43947,0.03232859
43948,0.03222000
43949,0.03222000
43950,0.03222639
43951,0.03232929
43952,0.03232929
43953,0.03232929
43954,0.03233999
43955,0.03233997
43956,0.03233997
43957,0.03232929
43958,0.03232929
43959,0.03233998
43960,0.03233998
43961,0.03222645
43962,0.03237767
43963,0.03237766
43964,0.03237766
43965,0.03237765
43966,0.03229098
43967,0.03237764
43968,0.03237764
43969,0.03237764
43970,0.03237764
43971,0.03229104
43972,0.03237764
43973,0.03229104
43974,0.03229104
43975,0.03229104
43976,0.03229107
43978,0.03230000
43978,0.03230000
43979,0.03230000
43980,0.03230003
43981,0.03230003
43982,0.03230003
43983,0.03230003
43984,0.03230006
43986,0.03230006
43987,0.03230006
43988,0.03230006
43988,0.03230006
43989,0.03230006
43990,0.03230006
43991,0.03230009
43992,0.03230009
43993,0.03230009
43994,0.03230009
43995,0.03230009
43996,0.03237747
43997,0.03237747
43998,0.03233000
43999,0.03233000
44001,0.03229110
44001,0.03229110
44002,0.03229110
44003,0.03229110
44004,0.03229107
44005,0.03233000
44006,0.03237739
44007,0.03229110
44008,0.03229110
44009,0.03233000
44010,0.03233000
44011,0.03230010
44012,0.03229116
44013,0.03229116
44014,0.03229119
44015,0.03229119
44016,0.03229119
44017,0.03229119
44018,0.03230013
44019,0.03230010
44020,0.03230010
44021,0.03230010
44022,0.03230010
44023,0.03230010
44024,0.03230010
44026,0.03229098
44026,0.03237710
44027,0.03224168
44028,0.03224168
44029,0.03224168
44030,0.03224168
44031,0.03237492
44032,0.03237492
44033,0.03237492
44034,0.03237492
44035,0.03237492
44036,0.03237492
44037,0.03237487
44038,0.03237487
44039,0.03237487
44040,0.03237486
44041,0.03237486
44042,0.03237486
44043,0.03237486
44044,0.03237486
44046,0.03237486
44046,0.03237486
44047,0.03237486
44048,0.03237478
44049,0.03237478
44050,0.03237478
44051,0.03237478
44052,0.03237478
44053,0.03237478
44054,0.03229104
44055,0.03229104
44056,0.03237474
44057,0.03237474
44058,0.03229110
44060,0.03229110
44060,0.03229110
44061,0.03230000
44062,0.03230000
44063,0.03230000
44064,0.03230000
44065,0.03230000
44066,0.03230000
44067,0.03230000
44068,0.03230000
44069,0.03229999
44070,0.03229105
44071,0.03229999
44072,0.03229999
44073,0.03229105
44074,0.03229105
44075,0.03229105
44076,0.03230000
44077,0.03230000
44078,0.03229104
44079,0.03229104
44080,0.03229104
44081,0.03229104
44082,0.03230000
44083,0.03230000
44084,0.03230000
44085,0.03229999
44086,0.03229999
44087,0.03229999
44088,0.03229999
44089,0.03229999
44090,0.03230000
44091,0.03230000
44092,0.03230000
44093,0.03230000
44094,0.03230000
44095,0.03229999
44096,0.03230000
44097,0.03230000
44098,0.03229999
44099,0.03229996
44101,0.03229999
44102,0.03230000
44102,0.03230000
44103,0.03230000
44104,0.03230000
44105,0.03230000
44106,0.03225180
44107,0.03225180
44108,0.03230000
44109,0.03230000
44110,0.03230000
44111,0.03230000
44112,0.03230000
44113,0.03230000
44114,0.03230000
44115,0.03230000
44116,0.03230000
44117,0.03230000
44118,0.03230000
44119,0.03226525
44120,0.03230000
44121,0.03226525
44122,0.03226525
44123,0.03226525
44124,0.03230000
44125,0.03230000
44126,0.03230000
44127,0.03230000
44128,0.03230000
44129,0.03230000
44130,0.03230000
44131,0.03230000
44132,0.03230000
44133,0.03230000
44134,0.03231000
44135,0.03231000
44136,0.03231000
44137,0.03231000
44138,0.03231000
44139,0.03231000
44140,0.03231000
44141,0.03231000
44142,0.03237499
44143,0.03237499
44144,0.03230000
44145,0.03230000
44146,0.03230000
44147,0.03230000
44149,0.03230000
44149,0.03230000
44151,0.03237489
44151,0.03237489
44154,0.03237486
44155,0.03230006
44200,0.03239984
44201,0.03235993
44203,0.03230002
44204,0.03230002
44204,0.03230002
44205,0.03230002
44206,0.03230002
44207,0.03230002
44208,0.03230002
44209,0.03230002
44210,0.03235987
44211,0.03235987
44212,0.03235987
44213,0.03235987
44214,0.03235987
44215,0.03235987
44216,0.03235987
44217,0.03235987
44218,0.03235987
44219,0.03235987
44220,0.03235987
44221,0.03235987
44222,0.03235976
44223,0.03235976
44224,0.03235976
44225,0.03235976
44226,0.03235976
44227,0.03235976
44228,0.03235976
44229,0.03235970
44230,0.03235970
44231,0.03235970
44232,0.03231939
44233,0.03230012
44234,0.03231939
44236,0.03235966
44236,0.03235966
44237,0.03235966
44238,0.03235966
44239,0.03235966
44240,0.03235966
44241,0.03235966
44242,0.03235966
44243,0.03230007
44244,0.03230007
44245,0.03230007
44246,0.03230007
44247,0.03230007
44248,0.03230007
44249,0.03230007
44250,0.03230007
44251,0.03230007
44252,0.03230007
44253,0.03230010
44254,0.03230000
44255,0.03230000
44256,0.03230000
44257,0.03230000
44258,0.03230000
44259,0.03230000
44260,0.03230000
44261,0.03230000
44262,0.03230000
44263,0.03230000
44264,0.03230000
44265,0.03230000
44266,0.03230000
44267,0.03230000
44268,0.03230000
44269,0.03230000
44270,0.03238990
44271,0.03230000
44272,0.03230000
44273,0.03235900
44274,0.03235900
44275,0.03235900
44276,0.03235900
44277,0.03235900
44278,0.03238915
44279,0.03238915
44280,0.03238915
44281,0.03238915
44282,0.03238915
44283,0.03238915
44285,0.03238915
44285,0.03238915
44286,0.03238915
44287,0.03230001
44288,0.03230001
44289,0.03230001
44290,0.03230001
44291,0.03230001
44292,0.03230001
44293,0.03230001
44294,0.03238903
44295,0.03238900
44296,0.03238900
44297,0.03238900
44298,0.03238900
44299,0.03238900
44300,0.03238900
44301,0.03238900
44302,0.03238900
44303,0.03238900
44304,0.03238900
44305,0.03238900
44306,0.03238900
44307,0.03238900
44308,0.03238900
44309,0.03238900
44310,0.03238902
44312,0.03238901
44312,0.03238901
44313,0.03238901
44314,0.03238900
44315,0.03237477
44316,0.03238898
44317,0.03238895
44318,0.03238895
44319,0.03237477
44321,0.03237477
44321,0.03237477
44322,0.03237477
44323,0.03237477
44324,0.03238893
44325,0.03238893
44326,0.03233603
44327,0.03232604
44328,0.03232607
44329,0.03232607
44330,0.03238880
44331,0.03238880
44332,0.03238894
44333,0.03238894
44334,0.03232607
44335,0.03232607
44336,0.03230100
44337,0.03230100
44338,0.03230100
44339,0.03230100
44340,0.03231003
44341,0.03231003
44342,0.03238881
44343,0.03238881
44344,0.03238881
44345,0.03238878
44346,0.03238878
44347,0.03238877
44348,0.03231007
44349,0.03231007
44350,0.03231007
44351,0.03238877
44352,0.03238877
44353,0.03238877
44354,0.03238877
44355,0.03238877
44356,0.03238877
44357,0.03238877
44358,0.03238877
44359,0.03238877
44360,0.03237000
44361,0.03231014
44362,0.03231014
44363,0.03231014
44364,0.03236996
44365,0.03231014
44366,0.03236999
44367,0.03236999
44368,0.03231014
44369,0.03231014
44370,0.03231014
44371,0.03231014
44372,0.03231014
44373,0.03231017
44374,0.03231017
44375,0.03231017
44376,0.03231017
44377,0.03231017
44378,0.03231017
44379,0.03231017
44381,0.03231666
44381,0.03231007
44383,0.03231007
44383,0.03231007
44384,0.03238854
44385,0.03238854
44386,0.03238854
44387,0.03238854
44388,0.03231000
44389,0.03230101
44390,0.03230101
44392,0.03230100
44392,0.03230100
44393,0.03238842
44394,0.03238842
44395,0.03238839
44397,0.03230100
44397,0.03231014
44398,0.03230101
44399,0.03230101
44400,0.03238832
44401,0.03238832
44403,0.03238832
44403,0.03238832
44404,0.03238832
44406,0.03238832
44406,0.03230109
44407,0.03230109
44408,0.03230109
44409,0.03230109
44410,0.03230109
44411,0.03230109
44412,0.03230100
44414,0.03230100
44414,0.03234992
44415,0.03234992
44416,0.03234992
44417,0.03234991
44418,0.03234991
44419,0.03234991
44420,0.03234991
44421,0.03230110
44422,0.03230110
44423,0.03230110
44424,0.03230110
44425,0.03230110
44426,0.03234980
44427,0.03230200
44428,0.03230200
44429,0.03230110
44430,0.03230110
44431,0.03230110
44432,0.03230110
44433,0.03230110
44434,0.03230110
44435,0.03230110
44436,0.03230110
44437,0.03230110
44438,0.03230109
44439,0.03230109
44441,0.03230109
44441,0.03230109
44442,0.03230110
44443,0.03232000
44444,0.03232000
44445,0.03232000
44446,0.03232000
44447,0.03230110
44448,0.03230110
44449,0.03230110
44450,0.03230110
44451,0.03230110
44452,0.03230110
44453,0.03230110
44454,0.03230110
44455,0.03230110
44456,0.03230111
44458,0.03230111
44458,0.03230111
44459,0.03230111
44460,0.03231900
44461,0.03230111
44462,0.03230111
44463,0.03212969
44464,0.03212969
44465,0.03212969
44466,0.03231897
44467,0.03214070
44468,0.03231894
44469,0.03231894
44470,0.03215941
44471,0.03215941
44472,0.03215941
44473,0.03215941
44474,0.03229992
44475,0.03229992
44476,0.03217001
44477,0.03217001
44478,0.03217001
44479,0.03217001
44480,0.03217001
44481,0.03217001
44483,0.03219861
44483,0.03219861
44485,0.03219861
44486,0.03219861
44486,0.03219861
44487,0.03219863
44488,0.03219863
44490,0.03219863
44490,0.03219863
44491,0.03229980
44492,0.03229980
44494,0.03229980
44494,0.03229980
44496,0.03229980
44496,0.03229980
44497,0.03229980
44498,0.03229980
44499,0.03229980
44500,0.03229980
44502,0.03220069
44502,0.03220069
44503,0.03229947
44504,0.03229947
44506,0.03229944
44506,0.03229944
44507,0.03229944
44508,0.03229944
44509,0.03229944
44510,0.03229974
44511,0.03229974
44513,0.03229976
44513,0.03229976
44514,0.03229976
44515,0.03230000
44517,0.03230000
44517,0.03230000
44518,0.03229982
44520,0.03230000
44520,0.03230000
44521,0.03230000
44522,0.03230000
44523,0.03230000
44524,0.03230000
44525,0.03230000
44527,0.03230009
44527,0.03230000
44528,0.03235000
44529,0.03235000
44530,0.03235000
44531,0.03235000
44533,0.03235000
44534,0.03235000
44534,0.03235000
44535,0.03229989
44536,0.03229989
44537,0.03229989
44538,0.03229989
44539,0.03233604
44541,0.03230000
44541,0.03230000
44542,0.03230001
44543,0.03230001
44545,0.03230001
44545,0.03230001
44546,0.03230001
44547,0.03233604
44549,0.03233604
44549,0.03233604
44550,0.03233604
44552,0.03233604
44552,0.03233604
44553,0.03233604
44554,0.03233604
44555,0.03230013
44556,0.03230013
44557,0.03230013
44559,0.03230016
44560,0.03230016
44561,0.03230016
44562,0.03230016
44562,0.03230016
44563,0.03230016
44564,0.03239916
44565,0.03239916
44567,0.03239916
44567,0.03239916
44569,0.03239916
44570,0.03239916
44570,0.03239916
44572,0.03239916
44572,0.03239994
44574,0.03233612
44575,0.03233612
44576,0.03233612
44577,0.03233612
44578,0.03233612
44579,0.03233612
44580,0.03233612
44581,0.03233612
44582,0.03233618
44583,0.03233618
44584,0.03233621
44585,0.03239986
44586,0.03239986
44587,0.03233621
44588,0.03233621
44589,0.03233621
44590,0.03233621
44591,0.03233621
44592,0.03233624
44593,0.03233625
44594,0.03233625
44595,0.03233625
44596,0.03233625
44597,0.03239974
44597,0.03239974
44599,0.03233630
44600,0.03233633
44601,0.03233635
44602,0.03233636
44603,0.03233635
44604,0.03233635
44605,0.03233635
44606,0.03233635
44606,0.03233635
44608,0.03233635
44609,0.03233635
44610,0.03233635
44611,0.03233635
44612,0.03233635
44613,0.03233635
44614,0.03233635
44615,0.03233635
44616,0.03233635
44617,0.03233639
44618,0.03239968
44619,0.03239968
44620,0.03239968
44621,0.03239968
44622,0.03239968
44623,0.03239968
44624,0.03243992
44625,0.03243992
44626,0.03245000
44627,0.03245000
44628,0.03239968
44629,0.03239968
44630,0.03239968
44631,0.03239968
44632,0.03244999
44633,0.03244999
44634,0.03244999
44635,0.03234005
44636,0.03234005
44637,0.03234012
44638,0.03238900
44639,0.03239993
44640,0.03239993
44641,0.03239993
44642,0.03239993
44643,0.03239993
44644,0.03239993
44645,0.03239972
44646,0.03239972
44647,0.03239969
44648,0.03239969
44649,0.03239990
44650,0.03239990
44651,0.03234019
44652,0.03239999
44653,0.03239999
44654,0.03239972
44655,0.03239972
44656,0.03233640
44657,0.03233640
44658,0.03239972
44659,0.03234019
44660,0.03234019
44661,0.03234019
44662,0.03234024
44663,0.03234024
44664,0.03234024
44665,0.03234024
44666,0.03234024
44667,0.03234024
44668,0.03234024
44669,0.03234024
44670,0.03234024
44671,0.03234024
44672,0.03234024
44673,0.03234024
44674,0.03239972
44675,0.03234038
44676,0.03234041
44677,0.03240000
44678,0.03234042
44679,0.03239971
44680,0.03239971
44681,0.03239971
44682,0.03239971
44683,0.03239971
44684,0.03239971
44685,0.03239972
44686,0.03239972
44687,0.03239972
44688,0.03239971
44689,0.03239971
44690,0.03233637
44691,0.03233637
44692,0.03233637
44693,0.03229974
44694,0.03239929
44695,0.03239929
44696,0.03239929
44697,0.03229974
44698,0.03229974
44699,0.03229974
44700,0.03229974
44701,0.03229974
44702,0.03239918
44703,0.03239918
44704,0.03239918
44705,0.03239918
44706,0.03239918
44707,0.03239918
44708,0.03239918
44709,0.03239918
44710,0.03239918
44711,0.03230041
44712,0.03230041
44713,0.03230041
44714,0.03230041
44715,0.03230041
44716,0.03230041
44717,0.03230041
44718,0.03230041
44719,0.03230041
44720,0.03230041
44721,0.03230041
44722,0.03230041
44723,0.03230046
44724,0.03230046
44725,0.03230047
44726,0.03233635
44727,0.03233635
44728,0.03233635
44729,0.03233635
44730,0.03233635
44731,0.03233635
44732,0.03239896
44733,0.03239896
44734,0.03239896
44735,0.03239896
44736,0.03239896
44737,0.03239896
44738,0.03239896
44739,0.03239896
44740,0.03230051
44741,0.03230051
44742,0.03230053
44744,0.03239888
44745,0.03239888
44745,0.03239888
44746,0.03230058
44747,0.03230058
44748,0.03230059
44749,0.03230059
44750,0.03230059
44751,0.03230064
44752,0.03230064
44753,0.03230064
44754,0.03230064
44755,0.03230064
44756,0.03230064
44757,0.03230064
44758,0.03230064
44759,0.03230064
44760,0.03230064
44761,0.03230064
44762,0.03230064
44763,0.03230064
44764,0.03230064
44765,0.03230064
44766,0.03231397
44767,0.03231397
44768,0.03231397
44769,0.03230068
44770,0.03230068
44771,0.03230068
44772,0.03230068
44773,0.03230068
44774,0.03230068
44775,0.03230065
44776,0.03230065
44777,0.03230065
44778,0.03231397
44779,0.03231397
44780,0.03231397
44781,0.03231397
44782,0.03238990
44783,0.03238990
44784,0.03238990
44785,0.03238990
44786,0.03238990
44787,0.03238990
44788,0.03238990
44789,0.03238990
44791,0.03238990
44791,0.03238990
44792,0.03238986
44793,0.03231411
44794,0.03231411
44795,0.03231411
44796,0.03231411
44797,0.03231411
44798,0.03231411
44799,0.03239050
44801,0.03239050
44801,0.03239050
44802,0.03239050
44803,0.03239050
44804,0.03239050
44805,0.03239050
44806,0.03239050
44807,0.03239050
44808,0.03239050
44809,0.03239050
44810,0.03239050
44811,0.03239050
44812,0.03234056
44813,0.03234056
44814,0.03234056
44815,0.03234056
44816,0.03234056
44817,0.03234056
44818,0.03239900
44819,0.03239900
44820,0.03239900
44821,0.03239900
44822,0.03239900
44823,0.03239900
44824,0.03239900
44825,0.03239900
44826,0.03239900
44827,0.03239900
44828,0.03239900
44829,0.03239900
44830,0.03239900
44831,0.03239900
44832,0.03239900
44833,0.03239334
44834,0.03239334
44835,0.03239334
44836,0.03239334
44837,0.03239334
44838,0.03234042
44839,0.03234042
44840,0.03239334
44841,0.03239334
44842,0.03239334
44843,0.03239334
44844,0.03239334
44845,0.03239334
44846,0.03239334
44847,0.03239334
44848,0.03234043
44849,0.03234043
44850,0.03234043
44851,0.03234042
44852,0.03234042
44853,0.03234043
44854,0.03234044
44855,0.03234044
44856,0.03239334
44857,0.03239334
44858,0.03239335
44859,0.03239335
44860,0.03239335
44861,0.03239335
44862,0.03239398
44863,0.03239335
44864,0.03239335
44865,0.03239400
44866,0.03239400
44867,0.03239400
44868,0.03239400
44869,0.03239400
44870,0.03239400
44871,0.03239400
44872,0.03239335
44873,0.03239335
44874,0.03239335
44875,0.03239400
44876,0.03239400
44877,0.03239399
44878,0.03239335
44879,0.03239335
44880,0.03239335
44881,0.03239335
44882,0.03231406
44883,0.03231406
44884,0.03231406
44885,0.03231406
44886,0.03231406
44887,0.03239396
44888,0.03239393
44889,0.03239393
44890,0.03239399
44891,0.03239399
44892,0.03239399
44893,0.03239399
44894,0.03239900
44895,0.03239900
44896,0.03239900
44897,0.03239900
44898,0.03239900
44899,0.03239900
44900,0.03239900
44901,0.03239900
44902,0.03239900
44903,0.03239899
44904,0.03239899
44905,0.03239899
44906,0.03239899
44907,0.03239899
44908,0.03239899
44909,0.03239396
44910,0.03239396
44911,0.03239396
44912,0.03239396
44913,0.03239396
44914,0.03239396
44915,0.03239396
44916,0.03239397
44917,0.03239397
44918,0.03239397
44919,0.03239900
44920,0.03239900
44921,0.03239397
44922,0.03239397
44923,0.03239900
44925,0.03239397
44925,0.03239397
44926,0.03239899
44927,0.03239899
44928,0.03239897
44929,0.03239400
44930,0.03239898
44931,0.03239400
44932,0.03239400
44933,0.03239400
44934,0.03239400
44935,0.03239400
44936,0.03239400
44937,0.03239400
44938,0.03239400
44940,0.03239400
44940,0.03239400
44941,0.03239400
44942,0.03239400
44943,0.03239400
44944,0.03239400
44945,0.03239400
44946,0.03239400
44947,0.03239400
44948,0.03239898
44949,0.03239898
44950,0.03239898
44951,0.03239898
44952,0.03240000
44953,0.03239898
44954,0.03239898
44955,0.03239898
44956,0.03239898
44957,0.03239898
44958,0.03239899
44959,0.03239899
44960,0.03239899
44961,0.03239899
44962,0.03239899
44963,0.03240000
44964,0.03240000
44965,0.03244990
44966,0.03244990
44967,0.03244990
44968,0.03244990
44970,0.03244989
44970,0.03240500
44971,0.03240500
44972,0.03240500
44973,0.03240500
44974,0.03240500
44975,0.03244988
44976,0.03244988
44978,0.03244988
44978,0.03244988
44979,0.03244988
44980,0.03244988
44981,0.03244988
44982,0.03244988
44983,0.03240503
44984,0.03240503
44986,0.03244982
44987,0.03244979
44987,0.03244979
44988,0.03240503
44989,0.03240503
44990,0.03240503
44991,0.03239903
44992,0.03239903
44994,0.03239903
44994,0.03244978
44995,0.03244978
44996,0.03244978
44997,0.03244978
44998,0.03239903
44999,0.03239903
45000,0.03239903
45001,0.03239903
45002,0.03239903
45003,0.03239900
45004,0.03239900
45005,0.03239900
45006,0.03239900
45007,0.03239900
45008,0.03240000
45009,0.03239902
45010,0.03239902
45011,0.03239902
45012,0.03239902
45013,0.03239902
45014,0.03239902
45016,0.03239900
45016,0.03239900
45017,0.03239900
45018,0.03239900
45019,0.03239900
45020,0.03240000
45021,0.03240000
45022,0.03239900
45023,0.03239900
45024,0.03239900
45025,0.03239900
45026,0.03239900
45027,0.03239900
45028,0.03239900
45029,0.03249999
45030,0.03249999
45031,0.03249999
45032,0.03249999
45033,0.03249999
45034,0.03249996
45035,0.03240007
45036,0.03240007
45037,0.03240007
45038,0.03240007
45039,0.03240008
45041,0.03240008
45042,0.03240008
45042,0.03249992
45044,0.03249992
45044,0.03249992
45045,0.03249989
45046,0.03240010
45047,0.03249988
45049,0.03249988
45049,0.03249988
45050,0.03240013
45051,0.03240013
45052,0.03240013
45053,0.03240013
45054,0.03240013
45056,0.03240013
45056,0.03240013
45057,0.03240013
45058,0.03249982
